record_number,pmid,doi,title,authors,journal,year,abstract,reviewer_1_decision,reviewer_1_reasoning,reviewer_2_decision,reviewer_2_reasoning,final_decision,arbiter_needed,arbiter_notes
91,33636648,10.1016/j.sleep.2021.01.048,Long-term effectiveness and safety of lemborexant in adults with insomnia disorder: results from a phase 3 randomized clinical trial.,Yardley J.; Kärppä M.; Inoue Y.; Pinner K.; Perdomo C.; Ishikawa K.; Filippov G.; Kubota N.; Moline M.,Sleep Medicine,2021,"Objective/background: Lemborexant is a dual orexin receptor antagonist approved in the United States, Japan, and Canada for the treatment of insomnia in adults. We report effectiveness and safety outcomes in subjects with insomnia who received up to twelve months of continuous lemborexant treatment in Study E2006-G000-303 (Study 303; SUNRISE-2). Patients/methods: Study 303 was a twelve-month, global, multicenter, randomized, double-blind, parallel-group, Phase 3 study divided into two treatment ",UNCERTAIN,"other_mental_health; Tie between ext2,ext3: MAP, UNCERTAIN. Conservative approach: UNCERTAIN",UNCERTAIN,possible_canadian; RCT; insomnia disorder; lemborexant (pharma); global multicenter - likely Canadian sites but not explicitly confirmed in abstract,EXCLUDE,Resolved,Full-text screening: Multinational Eisai Phase 3; no Canadian PI or site PI identified among authors
92,28598899,10.1097/yic.0000000000000183,Long-term function and psychosocial outcomes with venlafaxine extended release 75-225 mg/day versus placebo in the PREVENT study.,Watanabe K.; Thase M.E.; Kikuchi T.; Tsuboi T.; Asami Y.; Pappadopulos E.; Zhang M.; Boucher M.; Kornstein S.,International Clinical Psychopharmacology,2017,This post-hoc analysis evaluated long-term psychosocial outcomes in patients with recurrent major depressive disorder treated with venlafaxine extended release (ER) 75-225 mg/day or placebo. Patients who responded to 10-week venlafaxine ER 75-300 mg/day treatment and maintained response through a 6-month continuation treatment were assigned randomly to venlafaxine ER or placebo maintenance-phase treatment. Data from responders to acute and continuation venlafaxine ER 75-225 mg/day treatment were,UNCERTAIN,needs_full_text; Post-hoc analysis of PREVENT study: venlafaxine ER vs placebo for recurrent MDD maintenance. Pharmacological RCT for mental disorder. Need to verify if Canadian site/PI involved. Published 2017.,UNCERTAIN,uncertain_canada; Post-hoc analysis of RCT of venlafaxine ER for recurrent MDD; pharmacological for mental disorder; multi-center but unclear if Canadian site; published 2017,EXCLUDE,Resolved,Full-text screening: Post-hoc analysis of PREVENT study
93,30685701,10.1016/j.nicl.2019.101679,Low-dose augmentation with buprenorphine increases emotional reactivity but not reward activity in treatment resistant mid- and late-life depression.,Lin C.; Karim H.T.; Pecina M.; Aizenstein H.J.; Lenze E.J.; Blumberger D.M.; Mulsant B.H.; Kharasch E.D.; Reynolds C.F.; Karp J.F.,Neuroimage Clinical,2019,"Buprenorphine is currently being studied for treatment-resistant depression because of its rapid effect, relative safety, and unique pharmacodynamics. To understand the neural impact of buprenorphine in depression, we examined acute limbic and reward circuit changes during an intervention with low-dose buprenorphine augmentation pharmacotherapy. Mid and late-life adults with major depression (N = 31) who did not completely respond to an adequate trial of venlafaxine were randomized to augmentati",UNCERTAIN,uncertain; unanimous,UNCERTAIN,possible_canadian_site; Buprenorphine augmentation for TRD RCT; Blumberger/Mulsant (CAMH) co-authors; primarily US trial (Pittsburgh); needs Canadian site verification,EXCLUDE,Resolved,Full-text screening: Secondary fMRI analysis from primarily US-based buprenorphine trial; not primary results
94,6730,,MAIC of Centanafadine versus Methylphenidate in Adults with ADHD,,,,,UNCERTAIN,potential_match; Indirect comparison (MAIC) not direct RCT; ADHD (diagnosed MH); pharmacological; Canadian journal and includes Foquest (Canadian product); but MAIC methodology not interventional RCT,UNCERTAIN,potential_match; Indirect comparison (MAIC) not direct RCT; ADHD (diagnosed MH); pharmacological; Canadian journal and includes Foquest (Canadian product); but MAIC methodology not interventional RCT,EXCLUDE,Resolved,single reviewer only; Full-text screening: MAIC (matching-adjusted indirect comparison) is not an RCT
95,28044255,10.1007/s12325-016-0468-5,"Mavoglurant Augmentation in OCD Patients Resistant to Selective Serotonin Reuptake Inhibitors: A Proof-of-Concept, Randomized, Placebo-Controlled, Phase 2 Study.",Rutrick D.; Stein D.J.; Subramanian G.; Smith B.; Fava M.; Hasler G.; Cha J.H.; Gasparini F.; Donchev T.; Ocwieja M.; Johns D.; Gomez-Mancilla B.,Advances in Therapy,2017,"Introduction: To determine if mavoglurant (modified release) as an augmentation therapy to selective serotonin reuptake inhibitors (SSRIs) could have beneficial effects reducing Yale–Brown Obsessive Compulsive Scale (Y-BOCS) total score in patients with obsessive–compulsive disorder (OCD) resistant to SSRI treatment. Methods: This was a multicenter, randomized, double-blind, placebo-controlled, parallel-group, phase 2 study. Patients remained on their SSRI treatment and mavoglurant or placebo wa",UNCERTAIN,anxiety_trauma_ocd; RCT; OCD (DSM-5); pharma; multicenter but cannot confirm Canadian recruitment site from abstract,MAP,anxiety_trauma_ocd; RCT of mavoglurant augmentation for treatment-resistant OCD (DSM-IV-TR); multicenter pharma trial; phase 2; need to verify Canadian site but multicenter international trial,INCLUDE,Resolved,Full-text screening: Phase 2 RCT mavoglurant for OCD; Gomez-Mancilla has McGill adjunct appointment (borderline Canadian PI); primary results 2017
96,32457492,10.1038/s41598-020-65166-y,Melatonin for Treatment-Seeking Alcohol Use Disorder patients with sleeping problems: A randomized clinical pilot trial.,"Gendy MNS, Lagzdins D, Schaman J, Le Foll B.",,2020,"A high percentage of subjects diagnosed with alcohol use disorder (AUD) suffer from sleeping difficulties. Lack of sleep could lead AUD patients to relapse or, sometimes, to suicide. Most of the currently prescribed medications to treat this complex problem retain a high risk of side effects and/or dependence. Therefore, the aim of the current clinical trial is to investigate the possibility of the use of a safer treatment, such as the natural health product melatonin, to treat alcohol-related s",MAP,uncertain-Canadian; Melatonin for AUD sleep problems; Le Foll B is Canadian PI (CAMH Toronto); RCT; AUD is DSM-5 MH; melatonin is pharma-adjacent but natural health product,UNCERTAIN,include_candidate; Canadian RCT (Le Foll - Toronto); AUD with sleep problems; melatonin vs placebo. AUD is DSM-5 MH disorder but melatonin is natural health product not MH pharmacotherapy,INCLUDE,Resolved,single reviewer only; QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: Pilot RCT melatonin for AUD with sleep problems; Canadian PI Le Foll (CAMH); QA confirmed MAP; primary results 2020
97,28857658,10.1177/0269881117724352,Minocycline as an adjunct for treatment-resistant depressive symptoms: A pilot randomised placebo-controlled trial.,"Husain MI, Chaudhry IB, Husain N, Khoso AB, Rahman RR, Hamirani MM, Hodsoll J, Qurashi I, Deakin JF, Young AH.",,2017,"BackgroundEvidence suggests that anti-inflammatory medication may be effective in the treatment of depressive symptoms. In this study, we aimed to investigate whether minocycline added to treatment as usual (TAU) for 3 months in patients with treatment-resistant depression will lead to an improvement in depressive symptoms.MethodsMulti-site, 12-week, double-blind, placebo-controlled, pilot trial of minocycline added to TAU for patients suffering from DSM-5 major depressive disorder, whose curren",MAP,potential-Canadian-pharma-RCT; Minocycline for treatment-resistant depression; Husain MI is Canadian PI (CAMH); multi-site Pakistan; RCT; DSM-5 MDD; pharma add-on; need to verify if Canadian site involved,OUT_OF_SCOPE,non-Canadian; Pakistan-based minocycline add-on RCT for TRD,EXCLUDE,Resolved,"single reviewer only; Full-text screening: Pakistan-based trial; Husain MI affiliation was UK (Camden NHS) at time of trial (2017), not yet at CAMH (joined 2018)"
98,6650,,Multinutrient Supplementation in Children With ADHD MADDY RCT,,,,,UNCERTAIN,potential_match; RCT; ADHD (diagnosed MH); multinutrient supplementation (vitamins+minerals+amino acids); includes Canadian author (Leung BMY) but trial conducted primarily in US (Oregon State),UNCERTAIN,potential_match; RCT; ADHD (diagnosed MH); multinutrient supplementation (vitamins+minerals+amino acids); includes Canadian author (Leung BMY) but trial conducted primarily in US (Oregon State),INCLUDE,Resolved,"single reviewer only; Full-text screening: Confirmed: MADDY RCT multinutrient supplement for ADHD; Canadian site U of Lethbridge (1 of 3 sites, NCT03252522); primary results (Johnstone 2022 JAACAP PMID 34303786)"
99,39127891,10.1111/ajad.13635,"Opioid agonist treatment outcomes among individuals with a history of nonfatal overdose: Findings from a pragmatic, pan-Canadian, randomized control trial.",Crepeault Hannah; Ti Lianping; Bach Paxton; Wood Evan; Jutras-Aswad Didier; Le Foll Bernard; Lim Ron; Socias Maria E,The American journal on addictions,2025,"BACKGROUND AND OBJECTIVES: History of nonfatal overdose (NFO) is common among people who use opioids, but little is known about opioid agonist treatment (OAT) outcomes for this high-risk subpopulation. The objective of this study was to investigate the relative effectiveness of buprenorphine/naloxone and methadone on retention and suppression of opioid use among individuals with opioid use disorder (OUD) and history of NFO. METHODS: Secondary analysis of a pan-Canadian pragmatic trial comparing ",UNCERTAIN,secondary analysis; Pan-Canadian pragmatic RCT comparing buprenorphine/naloxone vs methadone for OUD; secondary analysis of NFO subpopulation; Canadian site; pharma for MH (OUD). Secondary analysis of parent trial.,UNCERTAIN,possible_map; Pan-Canadian RCT; OUD is DSM-5 disorder; buprenorphine/naloxone vs methadone for OUD; but primary treatment is for addiction not MH per se. Pharma intervention for a diagnosed mental disorder (OUD) at Canadian sites.,EXCLUDE,Resolved,Full-text screening: Secondary analysis of OPTIMA trial
100,36281683,10.14283/jpad.2022.63,"Oral Tau Aggregation Inhibitor for Alzheimer's Disease: Design, Progress and Basis for Selection of the 16 mg/day Dose in a Phase 3, Randomized, Placebo-Controlled Trial of Hydromethylthionine Mesylate.",Wischik C.M.; Bentham P.; Gauthier S.; Miller S.; Kook K.; Schelter B.O.,Journal of Prevention of Alzheimer S Disease,2022,"Background: Hydromethylthionine mesylate is a tau aggregation inhibitor shown to have exposure-dependent pharmacological activity on cognitive decline and brain atrophy in two completed Phase 3 trials in mild/moderate Alzheimer’s disease (AD). Objectives: The present report summarises the basis for selection of 16 mg/day as monotherapy as the optimal treatment regime and the design rationale of a confirmatory Phase 3 trial (LUCIDITY). Design: The trial comprises a 12-month double-blind, placebo-",MAP,pharmacological_RCT; Unanimous (3/3),OUT_OF_SCOPE,"dementia; EXCLUDE: Study design/protocol paper for the LUCIDITY trial. Describes rationale and design, reports ""446 participants are expected to complete."" Gauthier S (Canadian) is an author. No main trial results reported yet. Protocol without results.",EXCLUDE,Resolved,Full-text screening: Study design/protocol paper for LUCIDITY trial; does not report primary efficacy results
101,32567789,10.1111/eip.13004,Patient satisfaction with random assignment to extended early intervention for psychosis vs regular care: Relationship with service engagement.,Iyer S.N.; Mustafa S.S.; Abadi S.; Joober R.; Abdel-Baki A.; Jarvis E.; Latimer E.; Margolese H.C.; Casacalenda N.; Schmitz N.; Brown T.; Malla A.,Early Intervention in Psychiatry,2021,"Aim: We investigated whether individuals varied in their satisfaction with being randomized to an extension of early intervention (EI) for psychosis or regular care after 2 years of EI, and whether satisfaction was associated with service engagement 3 years later. Methods: Following randomization, patients (N = 220) indicated if they were happy with, unhappy or indifferent to their group assignment. Follow-up with service providers was recorded monthly. Results: Patients randomized to extended E",UNCERTAIN,"needs_full_text; Secondary analysis from Canadian RCT of extended early intervention for psychosis. Canadian study. But this examines satisfaction with randomization, not pharmacological intervention results. Likely non-pharmacological (EI services) but unclear if pharmacotherapy was a component.",UNCERTAIN,uncertain_canada_pharma; Canadian RCT (Montreal) of extended early intervention for psychosis; psychosis is mental disorder; but intervention is service model (extended EI) not specifically pharmacological,EXCLUDE,Resolved,Full-text screening: Non-pharmacological intervention (extended psychosocial service model); also secondary analysis
102,33641259,10.1111/cts.12986,Pharmacogenomics guided versus standard antidepressant treatment in a community pharmacy setting: A randomized controlled trial.,Papastergiou J.; Quilty L.C.; Li W.; Thiruchselvam T.; Jain E.; Gove P.; Mandlsohn L.; van den Bemt B.; Pojskic N.,Clinical and Translational Science,2021,"The literature on pharmacogenomics as a tool to support antidepressant precision is burgeoning. Recently, a more active role has been argued for pharmacists in pharmacogenomic testing, with both pharmacists and family physicians perceiving pharmacist-led testing as a valuable method by which to scale this innovation for depression treatment. In this prospective, single-blind randomized controlled design, we evaluated the impact of pharmacogenomics guided versus standard antidepressant treatment ",OUT_OF_SCOPE,"Intervention is pharmacogenomic-guided prescribing strategy, not a specific pharmacological intervention",MAP,depression; RCT of pharmacogenomics-guided vs standard antidepressant treatment for MDD/GAD; Canadian community pharmacies; N=213; pharma for MH; results 2021,INCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: RCT PGx-guided vs standard antidepressant treatment; patients receive pharmacotherapy for MH; Canadian (Toronto); QA confirmed MAP; primary results 2021
103,28664541,10.1002/mpr.1572,Placebo response and its determinants in children with ADHD across multiple observers and settings: A randomized clinical trial.,Fageera W.; Traicu A.; Sengupta S.M.; Fortier M.E.; Choudhry Z.; Labbe A.; Grizenko N.; Joober R.,International Journal of Methods in Psychiatric Research,2018,"This study aims to quantify placebo response (PR) in children with attention deficit hyperactivity disorder (ADHD) as assessed by parents and teachers and to explore some of its determinants. Five hundred and forty children with ADHD (ages 6-12) were recruited to a randomized, double-blind, placebo-controlled crossover trial with methylphenidate. The main outcome variable was Conners' Global Index (CGI), based on assessment of behaviour by parents (CGI-P) and teacher (CGI-T). PR was calculated a",UNCERTAIN,UNCERTAIN; unanimous,MAP,"pharma_rct_mh_canadian; RCT double-blind crossover; ADHD in children; methylphenidate vs placebo; Canadian (Joober, Grizenko - Douglas MH Montreal); 2018 results",EXCLUDE,Resolved,Full-text screening: Secondary analysis examining placebo response determinants from parent methylphenidate RCT
104,38421924,10.1097/jcp.0000000000001818,Predicting Conversion to Insulin Sensitivity With Metformin: A Promising Tool for Clinicians in Addressing Insulin Resistance and Improving Outcomes in Patients With Treatment Resistant Bipolar Depression.,Gannon Jessica M; Sanchez Marcos; Lines Katherine; Cairns Kathleen; Reardon Claire; Chengappa K N Roy; Calkin Cynthia V,Journal of clinical psychopharmacology,2024,"BACKGROUND: Insulin resistance (IR) changes the trajectory of responsive bipolar disorder to a treatment-resistant course. A clinical trial conducted by our group demonstrated that IR reversal by metformin improved clinical and functional outcomes in treatment-resistant bipolar depression (TRBD). To aid clinicians identify which metformin-treated TRBD patients might reverse IR, and given strong external evidence for their association with IR, we developed a predictive tool using body mass index ",UNCERTAIN,UNCERTAIN_PRIMARY; Analysis of metformin trial for insulin-resistant bipolar depression; Canadian (Halifax/Dalhousie); pharma + MH; but appears to be secondary predictive analysis from prior clinical trial,MAP,pharma_rct_mh_canadian; Secondary analysis from Canadian clinical trial; pharma (metformin) improving outcomes in treatment-resistant bipolar depression; Canadian PI (Calkin); diagnosed MH disorder (bipolar),EXCLUDE,Resolved,Full-text screening: Secondary predictor analysis from TRIO-BD metformin trial (parent trial = Record #36)
105,37218291,10.1017/s109285292300233x,Pro-inflammatory markers are associated with response to sequential pharmacotherapy in major depressive disorder: a CAN-BIND-1 report.,Muhammad Ishrat Husain; Jane A. Foster; Brittany L. Mason; Sheng Chen; Haoyu Zhao; Wei Wang; Susan Rotzinger; Sakina J. Rizvi; Keith Ho; Raymond W. Lam; Glenda MacQueen; Roumen Milev; Benício N. Frey; Daniel J. Müller; Gustavo Turecki; Manish K. Jha; Madhukar H. Trivedi; Sidney H. Kennedy,CNS spectrums,2023,"OBJECTIVE: There is limited literature on associations between inflammatory tone and response to sequential pharmacotherapies in major depressive disorder (MDD). METHODS: In a 16-week open-label clinical trial, 211 participants with MDD were treated with escitalopram 10-20 mg daily for 8 weeks. Responders continued escitalopram while non-responders received adjunctive aripiprazole 2-10 mg daily for 8 weeks. Plasma levels of pro-inflammatory markers-C-reactive protein, interleukin (IL)-1β, IL-6, ",UNCERTAIN,depression; CAN-BIND-1 report; Canadian multi-site trial; escitalopram +/- aripiprazole for MDD; pharmacological; but open-label design; need full text to confirm if this represents primary or secondary results,UNCERTAIN,needs_full_text; CAN-BIND-1: open-label sequential pharmacotherapy (escitalopram+aripiprazole) for MDD; Canadian; pharma; BUT open-label design - verify RCT component,EXCLUDE,Resolved,Full-text screening: CAN-BIND-1: open-label non-randomized design; not an RCT; also secondary biomarker analysis
106,28483500,10.1053/j.gastro.2017.05.003,Probiotic Bifidobacterium longum NCC3001 Reduces Depression Scores and Alters Brain Activity: A Pilot Study in Patients With Irritable Bowel Syndrome.,Pinto-Sanchez M.I.; Hall G.B.; Ghajar K.; Nardelli A.; Bolino C.; Lau J.T.; Martin F.P.; Cominetti O.; Welsh C.; Rieder A.; Traynor J.; Gregory C.; De Palma G.; Pigrau M.; Ford A.C.; Macri J.; Berger B.; Bergonzelli G.; Surette M.G.; Collins S.M.; Moayyedi P.; Bercik P.,Gastroenterology,2017,"Background & Aims Probiotics can reduce symptoms of irritable bowel syndrome (IBS), but little is known about their effects on psychiatric comorbidities. We performed a prospective study to evaluate the effects of Bifidobacterium longum NCC3001 (BL) on anxiety and depression in patients with IBS. Methods We performed a randomized, double-blind, placebo-controlled study of 44 adults with IBS and diarrhea or a mixed-stool pattern (based on Rome III criteria) and mild to moderate anxiety and/or dep",UNCERTAIN,depression; Unanimous agreement,UNCERTAIN,possible_nutraceutical_mh; Probiotic RCT for IBS with depression/anxiety outcomes at McMaster; probiotic not traditional MH pharma but targets MH symptoms,EXCLUDE,Resolved,Full-text screening: Primary condition is IBS (not DSM-5 MH); probiotic targets IBS with depression as secondary outcome
107,36579458,10.1111/bdi.13288,Proof-of-concept randomized controlled trial of single-session nitrous oxide treatment for refractory bipolar depression: Focus on cerebrovascular target engagement.,Kim W.S.H.; Dimick M.K.; Omrin D.; Mitchell R.H.B.; Riegert D.; Levitt A.; Schaffer A.; Belo S.; Iazzetta J.; Detzler G.; Choi M.; Choi S.; Herrmann N.; McIntyre R.S.; MacIntosh B.J.; Orser B.A.; Goldstein B.I.,Bipolar Disorders,2023,"Background: There remain few efficacious treatments for bipolar depression, which dominates the course of bipolar disorder (BD). Despite multiple studies reporting associations between depression and cerebral blood flow (CBF), little is known regarding CBF as a treatment target, or predictor and/or indicator of treatment response, in BD. Nitrous oxide, an anesthetic gas with vasoactive and putative antidepressant properties, has a long history as a neuroimaging probe. We undertook an experimenta",UNCERTAIN,UNCERTAIN; unanimous,UNCERTAIN,possible_canadian_site; Nitrous oxide for refractory bipolar depression proof-of-concept RCT; authors possibly at Sunnybrook/UofT; needs verification,INCLUDE,Resolved,Full-text screening: Proof-of-concept RCT nitrous oxide for refractory bipolar depression; Canadian PIs Levitt/Schaffer (Sunnybrook/U of T); primary results 2023
108,32573396,10.1177/0706743720936470,"Quality of Life Impacts of Bright Light Treatment, Fluoxetine, and the Combination in Patients with Nonseasonal Major Depressive Disorder: A Randomized Clinical Trial.",Morton E.; Michalak E.E.; Levitt A.; Levitan R.D.; Cheung A.; Morehouse R.; Ramasubbu R.; Yatham L.N.; Tam E.M.; Lam R.W.,Canadian Journal of Psychiatry,2021,"Objective: Bright light therapy is increasingly recommended (alone or in combination with antidepressant medication) to treat symptoms of nonseasonal major depressive disorder (MDD). However, little is known about its impacts on quality of life (QoL), a holistic, patient-valued outcome. Methods: This study utilizes secondary outcome data from an 8-week randomized, controlled, double blind trial comparing light monotherapy (n = 32), fluoxetine monotherapy (n = 30), and the combination of these (n",MAP,depression; unanimous,OUT_OF_SCOPE,secondary_analysis; Secondary outcome (QoL) from prior fluoxetine+light RCT,EXCLUDE,Resolved,"Full-text screening: Secondary outcome analysis (QoL) from primary fluoxetine+light RCT (Record #17, PMID 26580307)"
109,35324094,10.4088/jcp.21m14096,"Randomized, Placebo-Controlled Effectiveness Study of Quetiapine XR in Comorbid Depressive and Anxiety Disorders.",Ravindran N.; McKay M.; Paric A.; Johnson S.; Chandrasena R.; Abraham G.; Ravindran A.V.,Journal of Clinical Psychiatry,2022,"Objective: Quetiapine is approved as an adjunctive treatment for major depressive disorder (MDD) and as monotherapy for bipolar depression. It is often used off-label for treating anxiety conditions and as an augmentation agent for treatment-resistant depression. However, its benefit in depression with comorbid anxiety disorders has not been systematically evaluated. The current study evaluated the benefit and tolerability of quetiapine as augmentation to first-line antidepressants for MDD comor",MAP,depression; Canadian multicenter RCT of quetiapine XR augmentation for MDD with comorbid anxiety disorders; 76 adults aged 18-65; pharmacological intervention; published 2022,OUT_OF_SCOPE,non_canadian; No Canadian site/PI identified,INCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: RCT quetiapine XR for comorbid MDD+anxiety; Canadian PI Ravindran AV (U of T); QA confirmed MAP; primary results 2022
110,41085986,10.1001/jamanetworkopen.2025.37319,Rapid vs Standard Induction to Injectable Extended-Release Buprenorphine: A Randomized Clinical Trial.,Shiwach Rajinder; Le Foll Bernard; Alho Hannu; Dunn Kelly E; Strafford Stephanie; Zhao Yue; Dobbins Robert L,JAMA network open,2025,"IMPORTANCE: Standard induction (SI) using transmucosal buprenorphine-naloxone is challenging in individuals who inject opioids, use high doses of opioids, or use synthetic opioids (eg, fentanyl). OBJECTIVE: To compare the effectiveness and safety of rapid induction (RI; single 4-mg dose of buprenorphine-naloxone) vs SI (≥7 days of buprenorphine-naloxone) followed by extended-release buprenorphine injection. DESIGN, SETTING, AND PARTICIPANTS: This multicenter, open-label randomized clinical trial",UNCERTAIN,UNCERTAIN; Multi-center US+Canada RCT; OUD pharma (buprenorphine); Le Foll (CAMH) co-author; needs verification of Canadian site involvement,UNCERTAIN,potential MAP; Multicenter RCT (US+Canada) of rapid vs standard buprenorphine induction for opioid use disorder. Le Foll (Toronto) is co-author. Pharmacological intervention for DSM-5 diagnosed disorder. Canadian site confirmed. Meets most criteria but OUD is substance use disorder - check if within scope of MH pharmacotherapy.,INCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: RCT rapid vs standard buprenorphine induction for OUD; Canadian PI Le Foll (CAMH); distinct from Record #61 (different research question within NCT04995029); primary results 2025
111,28521199,10.1016/j.drugalcdep.2017.02.021,Safety profile of injectable hydromorphone and diacetylmorphine for long-term severe opioid use disorder.,"Oviedo-Joekes E, Brissette S, MacDonald S, Guh D, Marchand K, Jutha S, Harrison S, Janmohamed A, Zhang DZ, Anis AH, Krausz M, Marsh DC, Schechter MT.",,2017,"AimsTo review the safety profile of injectable hydromorphone and diacetylmorphine and explore if adverse events (AEs) or serious adverse events (SAEs) were associated with dose and patterns of attendance.MethodsThis was a non-inferiority randomized double-blind controlled trial (Vancouver, Canada) testing hydromorphone (n=100) and diacetylmorphine (n=102) for the treatment of severe opioid use disorder. Medications were delivered under the supervision of trained Registered Nurses up to three tim",MAP,Canadian-pharma-RCT; Injectable hydromorphone vs diacetylmorphine for severe OUD; SALOME trial; Vancouver Canada; RCT; OUD is DSM-5 MH; pharma intervention; 2017,UNCERTAIN,substance_use_pharma; Canadian RCT (Vancouver). OUD is DSM-5 MH dx; pharma (hydromorphone/diacetylmorphine) treats OUD. Uncertain if opioid agonist therapy for OUD fits scope of MH pharmacotherapy RCTs.,EXCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: Secondary safety analysis from SALOME trial; primary efficacy results in Record #21 (PMID 27049826)
112,41795948,10.1093/ijnp/pyag009,"Safety, tolerability, and preliminary efficacy of seltorexant versus quetiapine extended release as adjunctive therapy in major depressive disorder: a randomized, flexible-dose, 6-month, parallel-group, exploratory study.",Pinter Christine; Thase Michael E; McIntyre Roger S; Cooper Kimberly; Xu Haiyan; Pandina Gahan; Savitz Adam; Drevets Wayne C,The international journal of neuropsychopharmacology,2026,"IMPORTANCE: Seltorexant, a selective orexin-2 receptor (OX2R) antagonist, has demonstrated antidepressant effects in major depressive disorder (MDD), particularly among patients with higher baseline insomnia symptoms. OBJECTIVE: To investigate flexibly dosed seltorexant vs flexibly dosed quetiapine extended release (quetiapine-XR) as adjunctive treatment to a selective serotonin (SSRI) or serotonin-norepinephrine (SNRI) reuptake inhibitor. SETTING: Outpatient. DESIGN: Randomized, active-controll",UNCERTAIN,potential_map; Seltorexant vs quetiapine XR adjunct for MDD; pharma RCT; McIntyre is Canadian PI; multinational trial; need to verify Canadian site,UNCERTAIN,possible_map; Multicenter pharma RCT; seltorexant/quetiapine for MDD (diagnosed); McIntyre (Canadian) is co-author suggesting possible Canadian site; but sites not specified in abstract,EXCLUDE,Resolved,"Full-text screening: Multinational Janssen Phase 2; could not confirm Canadian sites; McIntyre is co-author, insufficient PI leadership evidence"
113,41218611,10.1016/j.medj.2025.100916,Semaglutide for the treatment of cognitive dysfunction in major depressive disorder: A randomized clinical trial.,Badulescu Sebastian; Gill Hartej; Shah Hiya; Brudner Ryan; Phan Lee; Di Vincenzo Joshua D; Tabassum Aniqa; Armanyous Michael; Llach Cristian-Daniel; Rosenblat Joshua D; McIntyre Roger S; Mansur Rodrigo B,"Med (New York, N.Y.)",2026,"BACKGROUND: Evidence suggests that glucagon-like peptide 1 receptor agonists (GLP-1RAs) might have pro-cognitive effects. No prior study has evaluated the efficacy and safety of a GLP-1RA for the treatment of cognitive dysfunction in adults with major depressive disorder (MDD) in a randomized clinical trial. METHODS: This was a 16-week, randomized, double-blind, placebo-controlled, parallel-group trial (NCT04466345). Eligible adults met DSM-5-defined criteria for MDD, exhibited pre-treatment evi",MAP,depression; Canadian (Toronto) RCT; 16-week double-blind placebo-controlled trial of oral semaglutide 14mg for cognitive dysfunction in DSM-5 MDD; pharmacological intervention; 72 participants randomized; published 2026,OUT_OF_SCOPE,non_pharma; Non-pharmacological intervention,INCLUDE,Resolved,QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: RCT semaglutide for cognitive dysfunction in MDD; Canadian PI McIntyre (U of T); primary results 2026; QA confirmed MAP
114,,,Sleep Architecture in Depressed Patients Treated with Desvenlafaxine,Rosie Javinsky,QSpace (Queen's University Library),2017,"Objective: The primary objective of this study is to investigate the effects of desvenlafaxine, a serotonin-norepinephrine reuptake inhibitor, on sleep architecture in depressed patients, with a focus on changes in slow wave sleep (SWS), rapid eye movement (REM) sleep, and sleep efficiency. Secondarily, subjective changes in sleep quality and illness severity are assessed. &#13;\nMethods: This was a prospective, double-blind, randomized, placebo-controlled study. Patients with major depressive d",MAP,include; RCT of desvenlafaxine vs placebo for MDD examining sleep architecture; Canadian (Queen's University); pharma for depression,UNCERTAIN,potential_map; Double-blind RCT of desvenlafaxine vs placebo in MDD examining sleep architecture; Queen's University (Canadian); pharmacological; MH disorder; but very small sample (n=9); published 2017 from Queen's University thesis,EXCLUDE,Resolved,"QA-audited: downgraded from MAP to UNCERTAIN - thesis (n=9), not published primary RCT; Full-text screening: Unpublished thesis/dissertation (Queens QSpace); not peer-reviewed primary RCT; n=9"
115,29959765,10.1111/acps.12937,Stabilization treatment of remitted psychotic depression: the STOP-PD study.,"Bingham KS, Meyers BS, Mulsant BH, Rothschild AJ, Whyte EM, Banerjee S, Artis AS, Alexopoulos GS, Flint AJ, STOP-PD Study Group.",Acta Psychiatrica Scandinavica,2018,"Objective: We conducted a 12-week double-blind study of stabilization pharmacotherapy in patients with remitted psychotic depression (PD). Methods: Seventy-one persons aged 18 years or older who had achieved remission of PD when randomized to either olanzapine plus sertraline or olanzapine plus placebo were continued on the double-blind treatment associated with remission. Symptoms of depression and psychosis, and weight, were measured once every 4 weeks. Cholesterol, triglycerides, and glucose ",MAP,psychotic; Double-blind RCT of olanzapine+sertraline vs olanzapine+placebo for remitted psychotic depression; Canadian PIs (Mulsant/Flint Toronto); pharmacological; published 2018,UNCERTAIN,"multinational_canadian_pi; Multinational RCT (STOP-PD); Canadian co-PIs (Mulsant, Flint - Toronto); olanzapine+sertraline for psychotic depression",EXCLUDE,Resolved,"QA-audited: confirmed MAP by independent QA audit (see qa_audit_corrections.md); Full-text screening: Stabilization phase analysis from original STOP-PD trial (primary acute results published 2009, before 2016 cutoff)"
